average,bypass,deaths,density,injuries,location,Latitude,longitude,outlier_mask,yield
638005.7,0,47650,8000,121920,Sekondi Takoradi Ghana  ,4.927456,-1.7490216,FALSE,100
638005.7,0,225520,8000,241460,Cancun Mexico  ,21.1617854,-86.8510468,FALSE,100
638005.7,0,157610,8000,218310,Genoa Italy  ,44.40726,8.9338624,FALSE,100
638005.7,0,109560,8000,469560,Medan Indonesia  ,3.5896654,98.6738261,FALSE,100
638005.7,0,96190,8000,103730,"Xinyu, JX China  ",,,FALSE,100
638005.7,0,245900,8000,241510,Coast Bouake Ivory  ,,,FALSE,100
638005.7,0,231450,8000,268850,"Santiago, Dominican Republic  ",19.4502926,-70.6906112,FALSE,100
638005.7,0,194050,8000,263880,Maceio Brazil  ,-9.6476843,-35.7339264,FALSE,100
638005.7,0,239840,8000,215420,"Kandahar Ghazi Park Kandahar, Afghanistan  ",31.60949275,65.69091171,FALSE,100
638005.7,0,610810,8000,1213680,Addis Ababa Ethiopia  ,9.0107934,38.7612525,FALSE,100
638005.7,0,171270,8000,188990,Likasi Congo  ,-11.6315018,27.5182743,FALSE,100
638005.7,0,173780,8000,281110,Cucuta Colombia  ,7.8971458,-72.5080387,FALSE,100
638005.7,0,273130,8000,539930,Shiraz Iran  ,29.6060218,52.5378041,FALSE,100
638005.7,0,87200,8000,233180,Abeokuta Nigeria  ,7.161,3.348,FALSE,100
638005.7,0,248600,8000,235540,Nyala Sudan  ,12.2809691,24.7741672,FALSE,100
638005.7,0,120790,8000,268830,Blantyre Malawi  ,-15.7862543,35.0035694,FALSE,100
638005.7,0,157590,8000,236630,"Jining, SD China  ",,,FALSE,100
586558.56,0,454110,9000,682180,"Nanning, GX China  ",,,FALSE,100
586558.56,0,211660,9000,444490,"Tangshan, HEB China  ",,,FALSE,100
586558.56,0,327010,9000,1295980,Mexico City Mexico  ,19.4326009,-99.1333416,FALSE,100
586558.56,0,114200,9000,217880,"Akola, MH India  ",20.77031765,77.19080604,FALSE,100
586558.56,0,131000,9000,219880,"Chaoyang-Chaonan (Shantou,) GD China  ",,,FALSE,100
0,1,2060,9000,4610,Herat Afghanistan  ,34.3508273,62.2164003,FALSE,100
586558.56,0,356350,9000,590240,"Coimbatore, TN India  ",11.0018115,76.9628425,FALSE,100
586558.56,0,46150,9000,62270,"Wuhu, AH China  ",31.3536127,118.4277477,TRUE,100
586558.56,0,184260,9000,125070,Bago Myanmar  ,17.336667,96.479722,FALSE,100
586558.56,0,165670,9000,314570,"Rajahmundry, AP India  ",17.0050454,81.7804732,FALSE,100
586558.56,0,179900,9000,153890,"Yining, China  ",43.9052027,81.2747797,FALSE,100
586558.56,0,129700,9000,278910,Konya Turkey  ,37.8719963,32.4844015,FALSE,100
586558.56,0,316050,9000,489410,Makassar Indonesia  ,-5.1342962,119.4124282,FALSE,100
586558.56,0,215350,9000,328190,"Guilin, GX China  ",,,FALSE,100
586558.56,0,190640,9000,136190,Tetouan Morocco  ,35.57413995,-5.365255754,FALSE,100
0,1,20,9000,110,Wahran Algeria  ,35.5428186,-0.3421804,FALSE,100
586558.56,0,296490,9000,303260,Trujillo Peru  ,-8.1116778,-79.0287742,FALSE,100
586558.56,0,74400,9000,166100, Uyo Nigeria  ,5.0322447,7.924791,FALSE,100
586558.56,0,360310,9000,553100,"Jilin, JL China  ",,,FALSE,100
586558.56,0,20340,9000,36910,Mayotte Mamoudzou France  ,-12.7821763,45.2214334,FALSE,100
586558.56,0,139570,9000,86200,Sucre Bolivia  ,-19.0477251,-65.2594306,FALSE,100
586558.56,0,270810,9000,394930,San Luis Potosí Mexico  ,22.5000001,-100.5000001,FALSE,100
586558.56,0,283440,9000,690980,Santo Domingo Dominican Republic  ,18.4801972,-69.942111,FALSE,100
586558.56,0,218640,9000,192280,Hamadan Iran  ,34.7990866,48.5148169,FALSE,100
586558.56,0,183610,9000,263830,Ulsan South Korea  ,35.5391697,129.3119136,FALSE,100
586558.56,0,296320,9000,586690,"Guiyang, GZ China  ",,,FALSE,100
586558.56,0,74500,9000,132700,"Yizing (Wuxi), JS China  ",,,FALSE,100
586558.56,0,224250,9000,292640,Kigali Rwanda  ,-1.8859597,30.1296751,FALSE,100
586558.56,0,220340,9000,322520,Bandar Lampung Indonesia  ,-5.4460713,105.2643742,FALSE,100
586558.56,0,510250,9000,867030,Caracas Venezuela,10.506098,-66.9146017,FALSE,100
565150,0,392530,10000,580790,Rabat Morocco  ,34.022405,-6.834543,FALSE,100
565150,0,60700,10000,67900,"Yiyang, HUN China  ",,,FALSE,100
565150,0,327010,10000,1295980,Mexico City Mexico  ,19.4326009,-99.1333416,FALSE,100
565150,0,283440,10000,690980,"Santo Domingo, Dominican Republic  ",18.4801972,-69.942111,FALSE,100
565150,0,65430,10000,137890,"Tengzhou (Zhaoahuang), SD China  ",,,FALSE,100
0,1,1090,10000,5220, Aba Nigeria  ,5.112735,7.364349,FALSE,100
0,1,92710,10000,417210,Colombo Sri Lankha  ,,,FALSE,100
565150,0,335170,10000,740760,Izmir Turkey  ,38.4153421,27.144474,TRUE,100
565150,0,317140,10000,376390,"Qiqihaer, HL China  ",,,FALSE,100
565150,0,74500,10000,132700,"Yizing (Wuxi), JS China  ",,,FALSE,100
565150,0,392160,10000,635150,"Ludhiana, PB India  ",30.9090157,75.851601,FALSE,100
565150,0,114200,10000,217880,"Akola, MH India  ",20.77031765,77.19080604,FALSE,100
565150,0,224250,10000,292640,Kigali Rwanda  ,-1.8859597,30.1296751,FALSE,100
565150,0,7970,10000,32650,"Huainan, AH China  ",32.5866826,117.0130019,FALSE,100
565150,0,220340,10000,230290,"Yangquan, SAX China  ",,,FALSE,100
565150,0,407150,10000,613070,"Wenzhou, ZJ China  ",24.14549,117.660807,FALSE,100
565150,0,218640,10000,192280,Hamadan Iran  ,34.7990866,48.5148169,FALSE,100
565150,0,428960,10000,1098220,Seoul-Incheon South Korea  ,37.44032425,126.7354005,FALSE,100
565150,0,59030,10000,86180,Lobito Angola  ,-12.3506867,13.5464318,FALSE,100
565150,0,163230,10000,338650,"Mangalore, KA India  ",12.8698101,74.8430082,FALSE,100
565150,0,20340,10000,36910,Mayotte Mamoudzou France  ,-12.7821763,45.2214334,FALSE,100
0,1,1290,10000,5830,Balikpapan Indonesia  ,-1.2398711,116.8593379,FALSE,100
565150,0,145770,10000,115410,Bamenda Cameroon  ,5.9614117,10.1516505,FALSE,100
565150,0,167960,10000,145080,Kolwezi Congo  ,-11.6402047,27.5182003,FALSE,100
565150,0,187580,10000,159070,Huambo Angola  ,-12.7765392,15.7320468,FALSE,100
565150,0,145900,10000,250130,Changwon South Korea  ,35.227956,128.6818586,FALSE,100
565150,0,134000,10000,151270,"Yichun, JX China  ",,,FALSE,100
565150,0,190640,10000,136190,Tetouan Morocco  ,35.57413995,-5.365255754,FALSE,100
565150,0,510250,10000,867030,Caracas Venezuela,10.506098,-66.9146017,FALSE,100
565150,0,11570,10000,31700,"Yibin, SC China  ",28.7698035,104.6185366,FALSE,100
511491.66,0,60700,11000,67900,"Yiyang, HUN China  ",,,FALSE,100
511491.66,0,253830,11000,468380,Sialkot Pakistan  ,32.4935378,74.5411575,FALSE,100
511491.66,0,414970,11000,433720,Tegucigalpa Honduras  ,14.0931919,-87.2012631,FALSE,100
511491.66,0,107760,11000,152380,"Cherthala, KL India  ",9.688784,76.3351943,FALSE,100
511491.66,0,253700,11000,204870,Karbala Iraq  ,32.4511703,43.8196617,FALSE,100
511491.66,0,200890,11000,276470,Cirebon Indonesia  ,-6.7137044,108.5608483,FALSE,100
511491.66,0,198630,11000,259530,"Tiruppur, TN India  ",11.1017815,77.345192,FALSE,100
511491.66,0,207510,11000,617240,"Visakhapatnam, AP India  ",17.7231276,83.3012842,TRUE,100
511491.66,0,269080,11000,270930,"Yueyang, HUN China  ",,,FALSE,100
511491.66,0,332820,11000,647040,"Bhopal, MP India  ",23.2530923,77.3962718,FALSE,100
511491.66,0,163890,11000,287480,Abuja Nigeria  ,9.0643305,7.4892974,FALSE,100
511491.66,0,89080,11000,117890,"Wenling (Taizhou), ZJ China  ",28.3754144,121.3812013,FALSE,100
511491.66,0,343760,11000,521230,"Erode, TN India  ",11.3306483,77.7276519,FALSE,100
511491.66,0,311860,11000,269920,Mersin Turkey  ,36.8117583,34.6292679,FALSE,100
511491.66,0,107610,11000,106070,Poza Rica Mexico  ,20.5320852,-97.4536355,FALSE,100
511491.66,0,80420,11000,77170,Timor Dili East,-8.5554146,125.5789931,FALSE,100
511491.66,0,202720,11000,310120,Ilorin Nigeria,8.4963657,4.5480484,FALSE,100
511491.66,0,154680,11000,187890,Hamhung North Korea  ,39.915463,127.5439794,FALSE,100
511491.66,0,342380,11000,350850,Cartagena Colombia,10.4195841,-75.5271224,FALSE,100
511491.66,0,151180,11000,165120,Villahermosa Mexico  ,20.738333,-98.0725,FALSE,100
511491.66,0,289530,11000,331340,"Pingdingshan, HEN China  ",,,FALSE,100
511491.66,0,306190,11000,518910,Antananarivo Madagascar  ,-18.9100122,47.5255809,FALSE,100
511491.66,0,312870,11000,220020,Chiclayo Peru  ,-6.7993953,-79.4943176,FALSE,100
511491.66,0,134360,11000,186080,"Mathura, UP India  ",27.4955539,77.6855554,FALSE,100
511491.66,0,264320,11000,331980,Leone Freetown Sierra  ,8.479004,-13.26795,FALSE,100
511491.66,0,243320,11000,289550,Nouakchott Mauritania  ,18.0792379,-15.9780071,FALSE,100
511491.66,0,150840,11000,184200,"Weihai, SD China  ",,,FALSE,100
511491.66,0,255080,11000,411730,"Srinagar, JK India  ",34.0747444,74.8204443,FALSE,100
511491.66,0,136930,11000,236130,"Tirunelveli, TN India  ",8.7295261,77.6852354,FALSE,100
511491.66,0,285840,11000,215860,Nampo North Korea  ,38.78004535,125.3604658,FALSE,100
856398.8,0,106660,12000,197170,Enugu Nigeria  ,6.4499833,7.5000007,FALSE,100
856398.8,0,35250,12000,103310,Poza Rica Mexico  ,20.5320852,-97.4536355,FALSE,100
856398.8,0,289940,12000,440680,Gwangju South Korea  ,35.1595775,126.8515089,FALSE,100
856398.8,0,525200,12000,949190,Casablanca Morocco  ,33.5675527,-7.618756607,FALSE,100
856398.8,0,197030,12000,712940,Cebu Philippines  ,10.45,123.84,FALSE,100
856398.8,0,86930,12000,115150,Oyo Nigeria  ,8.2151249,3.5642897,FALSE,100
0,1,8190,12000,14280,Tarsus Turkey  ,37.03060595,34.8778134,FALSE,100
0,1,4630,12000,14840,Lima Peru  ,19.707857,-101.1569992,TRUE,100
0,1,0,12000,0,Karbala Iraq  ,32.4511703,43.8196617,FALSE,100
856398.8,0,87650,12000,202850,Conakry Guinea  ,9.5170602,-13.6998434,FALSE,100
856398.8,0,272090,12000,509640,"Hubli, KL India  ",15.3518378,75.1379848,FALSE,100
856398.8,0,336630,12000,514160,"Mysore, KA India  ",12.3051828,76.6553609,FALSE,100
856398.8,0,245650,12000,236500,Sheikhupura Pakistan  ,31.7085285,73.9864014,FALSE,100
0,1,5930,12000,35350,"Raipur, CH India  ",20.6985098,82.16025841,FALSE,100
0,1,1410,12000,34000,Zaria Nigeria  ,11.1134917,7.7188449,FALSE,100
856398.8,0,749660,12000,1205520,"Sangali, MH India  ",16.8813353,74.5836848,FALSE,100
856398.8,0,1062430,12000,2628350,"Kolkata, WB India  ",22.5677459,88.3476023,FALSE,100
856398.8,0,99640,12000,194170,"Bokaro Steel City, JH India  ",23.6579303,86.0845069,FALSE,100
856398.8,0,105610,12000,122470,"Loudi, HUN China  ",,,FALSE,100
856398.8,0,186130,12000,493360,Daejon South Korea  ,36.3496,127.3848,FALSE,100
856398.8,0,332820,12000,647040,"Bhopal, MP India  ",23.2530923,77.3962718,FALSE,100
856398.8,0,418820,12000,872380,"Delhi, DL-UP-HR India  ",28.5128083,77.0931331,FALSE,100
856398.8,0,414970,12000,433720,Tegucigalpa Honduras  ,14.0931919,-87.2012631,FALSE,100
856398.8,0,175300,12000,205340,Sylhet Bangladesh  ,24.4932874,91.7085743,FALSE,100
856398.8,0,122670,12000,146800,"Haicheng (Anshan), LN China  ",40.8518336,122.7433343,FALSE,100
856398.8,0,747830,12000,1558160,"Pune, MH India  ",18.5203062,73.8543185,FALSE,100
856398.8,0,302770,12000,742170,Guayaquil Ecuador  ,-2.1898771,-79.8877153,FALSE,100
856398.8,0,110860,12000,200400,Naga City Philippines  ,13.6403192,123.240651,FALSE,100
856398.8,0,282250,12000,396860,Davao City Philippines ,7.0645241,125.6084143,FALSE,100
856398.8,0,46860,12000,239990,"Tiruppur, TN India  ",11.1017815,77.345192,FALSE,100
476762.5,0,279070,13000,425760,"Gorakhpur, UP India  ",26.916667,83.25,FALSE,100
476762.5,0,206970,13000,329770,Mombasa Kenya  ,-4.0390146,39.64839096,FALSE,100
476762.5,0,65030,13000,112570,"Vasai-Virar, MH India  ",19.4258788,72.8224901,FALSE,100
0,1,8190,13000,14280,Tarsus Turkey  ,37.03060595,34.8778134,FALSE,100
476762.5,0,189140,13000,207460,"Jalgaon, MH India  ",21.0137606,75.5627048,FALSE,100
476762.5,0,272500,13000,260450,Meknes Morocco  ,33.8978116,-5.5319836,FALSE,100
476762.5,0,289940,13000,440680,Gwangju South Korea  ,35.1595775,126.8515089,FALSE,100
476762.5,0,181870,13000,234960,"Jamnagar, GJ India  ",22.25,70,TRUE,100
476762.5,0,282250,13000,396860,Davao City Philippines  ,7.0645241,125.6084143,FALSE,100
476762.5,0,349820,13000,547290,"Bhubaneswar, OR India  ",20.2665668,85.8437586,FALSE,100
476762.5,0,234430,13000,484280,"Amritsar, PB India  ",31.6343083,74.8736788,FALSE,100
476762.5,0,208280,13000,483930,"Jamshedpur, JH India  ",22.8015194,86.2029579,FALSE,100
476762.5,0,149120,13000,153060,Djibouti Djibouti ,11.8145966,42.8453061,FALSE,100
0,1,3460,13000,20350,Mandalay Myanmar  ,21.9812746,96.082375,FALSE,100
476762.5,0,55730,13000,109510,"Kayamkulam, KL India  ",9.1721357,76.5008336,FALSE,100
476762.5,0,267070,13000,410030,"Bareilly, UP India  ",28.3523609,79.4096542,FALSE,100
476762.5,0,86220,13000,370490,"Tiruchirappalli, TN India  ",10.804973,78.6870296,FALSE,100
476762.5,0,83000,13000,211340,"Dhanbad, JH India  ",23.7952809,86.4309638,FALSE,100
476762.5,0,128600,13000,173910,"Cangnan (Wenzhou), ZJ China  ",27.5184046,120.4232915,FALSE,100
476762.5,0,88050,13000,116360,"Lufeng (Shanwei), GD China  ",,,FALSE,100
476762.5,0,98380,13000,438630,"Thiruvananthapuram, KL India  ",8.5058909,76.9570481,FALSE,100
476762.5,0,217130,13000,302270,Banjarmasin Indonesia  ,-3.3187496,114.5925828,FALSE,100
476762.5,0,81270,13000,109250,Antofagasta Chile  ,-23.6463741,-70.3980033,FALSE,100
476762.5,0,179920,13000,248340,Sukkur Pakistan  ,27.6961883,68.8588754,FALSE,100
476762.5,0,193520,13000,372060,"Cuttack, OR India  ",20.4686,85.8792,FALSE,100
476762.5,0,245650,13000,236500,Sheikhupura Pakistan  ,31.7085285,73.9864014,FALSE,100
476762.5,0,278570,13000,274920,"Jiamusi, HL China  ",,,FALSE,100
476762.5,0,313300,13000,344020,"Zhanjiang, GD China  ",,,FALSE,100
476762.5,0,8350,13000,29320,Lilongwe Malawi  ,-13.973456,33.7878122,FALSE,100
476762.5,0,261380,13000,230770,Pereira Colombia  ,4.8142912,-75.6946451,FALSE,100
655910.8,0,261790,14000,688920,Lagos Nigeria  ,6.4550575,3.3941795,FALSE,100
655910.8,0,208280,14000,483930,"Jamshedpur, JH India  ",22.8015194,86.2029579,FALSE,100
655910.8,0,23060,14000,79580,Khulna Bangladesh  ,22.9372087,89.2852741,FALSE,100
655910.8,0,649980,14000,735520,Douala Cameroon  ,4.0537386,9.664436579,FALSE,100
655910.8,0,98380,14000,438630,"Thiruvananthapuram, KL India  ",8.5058909,76.9570481,FALSE,100
655910.8,0,136370,14000,149230,"Deyang, SC China  ",,,FALSE,100
655910.8,0,291220,14000,358570,Sargodha Pakistan  ,32.0898005,72.6782574,FALSE,100
0,1,560,14000,2710,Al-Hasakah Syria  ,36.5013738,40.7469948,TRUE,100
655910.8,0,278570,14000,274920,"Jiamusi, HL China  ",,,FALSE,100
655910.8,0,146730,14000,227060,"Chifeng, NM China  ",,,FALSE,100
655910.8,0,326640,14000,678080,"Vadodara, GJ India  ",22.297076,73.1957373,FALSE,100
0,1,10510,14000,30910,"Wanzhou, CQ China  ",,,FALSE,100
655910.8,0,149120,14000,153060,Djibouti Djibouti  ,11.8145966,42.8453061,FALSE,100
655910.8,0,80280,14000,46870,"Yichun, HL China  ",,,FALSE,100
655910.8,0,88050,14000,116360,"Lufeng (Shanwei), GD China  ",,,FALSE,100
0,1,620,14000,2440,Zamboanga Philippines  ,6.9046004,122.0763695,FALSE,100
655910.8,0,606840,14000,982050,Damascus Syria  ,33.5130695,36.3095814,FALSE,100
0,1,8690,14000,34440,Kano Nigeria  ,11.9918671,8.5303654,FALSE,100
655910.8,0,349820,14000,547290,"Bhubaneswar, OR India  ",20.2665668,85.8437586,FALSE,100
655910.8,0,561270,14000,777580,Yaounde Cameroon  ,3.8689867,11.5213344,FALSE,100
655910.8,0,427610,14000,520610,Marrakech Morocco  ,31.6258257,-7.9891608,FALSE,100
0,1,16440,14000,55460,Da Nang Vietnam ,16.068,108.212,FALSE,100
0,1,3460,14000,20350,Mandalay Myanmar  ,21.9812746,96.082375,FALSE,100
655910.8,0,161750,14000,214310,"Jhansi, UP India  ",25.4502464,78.5800085,FALSE,100
655910.8,0,279070,14000,425760,"Gorakhpur, UP India  ",26.916667,83.25,FALSE,100
655910.8,0,127560,14000,239030,Bogra Bangladesh  ,24.8480859,89.3729529,FALSE,100
655910.8,0,193520,14000,372060,"Cuttack, OR India  ",20.4686,85.8792,FALSE,100
655910.8,0,181870,14000,234960,"Jamnagar, GJ India  ",22.25,70,FALSE,100
655910.8,0,501210,14000,402170,Fez Morocco  ,34.0346534,-5.0161926,FALSE,100
655910.8,0,188030,14000,278290,"Belgaum, KA India  ",15.8572666,74.5069343,FALSE,100
865174.8,0,109550,15000,131810,"Fuzhou, JX China  ",,,FALSE,100
865174.8,0,82400,15000,155370,"Huai'an, JS China  ",,,FALSE,100
865174.8,0,74660,15000,287630,Port Harcourt Nigeria  ,4.7676576,7.0188527,FALSE,100
865174.8,0,491060,15000,895510,"Agra, UP India  ",27.1752554,78.0098161,FALSE,100
865174.8,0,425690,15000,676390,Peshawar Pakistan  ,34.0123846,71.5787458,FALSE,100
865174.8,0,649980,15000,735520,Douala Cameroon  ,4.0537386,9.664436579,FALSE,100
865174.8,0,136370,15000,149230,"Deyang, SC China  ",,,FALSE,100
865174.8,0,501210,15000,402170,Fez Morocco  ,34.0346534,-5.0161926,TRUE,100
865174.8,0,427610,15000,520610,Marrakech Morocco  ,31.6258257,-7.9891608,FALSE,100
0,1,96490,15000,192150,"Luohe, HEN China  ",,,FALSE,100
865174.8,0,231100,15000,305040,"Amravati, MH India  ",21.0857492,77.666978,FALSE,100
0,1,16440,15000,55460,Da Nang Vietnam  ,16.068,108.212,FALSE,100
0,1,620,15000,2440,Zamboanga Philippines  ,6.9046004,122.0763695,FALSE,100
865174.8,0,240580,15000,282780,Bahawalpur Pakistan  ,29.394644,71.6638747,FALSE,100
865174.8,0,849500,15000,2190860,Manila Philippines  ,14.5906216,120.9799696,FALSE,100
865174.8,0,660720,15000,1035030,Medellín Colombia  ,6.2443382,-75.573553,FALSE,100
0,1,320870,15000,491420,"Guwahati, AS India  ",26.1805978,91.753943,FALSE,100
865174.8,0,304810,15000,545820,"Nashik, MH India  ",20.216667,74.083333,FALSE,100
865174.8,0,475840,15000,762210,"Bhiwandi, MH India  ",19.3025562,73.0588072,FALSE,100
865174.8,0,651710,15000,1235700,Coast Abidjan Ivory  ,5.2920621,-3.995228,FALSE,100
0,1,2350,15000,23720,"Gulbarga, KA India  ",17.3310003,76.8334228,FALSE,100
865174.8,0,146730,15000,227060,"Chifeng, NM China  ",,,FALSE,100
865174.8,0,267530,15000,589200,"Varanasi, UP India  ",25.3356491,83.0076292,FALSE,100
865174.8,0,23060,15000,79580,Khulna Bangladesh  ,22.9372087,89.2852741,FALSE,100
865174.8,0,277920,15000,324320,Al Mansurah Egypt  ,31.037566,31.38649,FALSE,100
865174.8,0,326640,15000,678080,"Vadodara, GJ India  ",22.297076,73.1957373,FALSE,100
865174.8,0,115550,15000,199140,"Nellore, AP India  ",14.4493717,79.9873763,FALSE,100
865174.8,0,47910,15000,300930,Hai Phong Vietnam  ,20.858864,106.6749591,FALSE,100
865174.8,0,261790,15000,688920,Lagos Nigeria  ,6.4550575,3.3941795,FALSE,100
865174.8,0,193330,15000,257210,Samarinda Indonesia  ,-0.5017804,117.1393089,FALSE,100
